lon,lat,alt,VBKDE,ZOI
103.838875,30.328876,3825.0,2.678581269052732,0
103.846924,30.335678,3725.0,2.911255571010157,0
103.850151,30.339386,3675.0,4.04624721069759,0
103.853218,30.343689,3625.0,4.3118261311234205,0
103.855698,30.347763,3575.0,5.804544181835009,1
103.85791,30.351654,3525.0,4.330862337609027,0
103.860329,30.356323,3475.0,3.7234967787006124,0
103.862648,30.361038,3450.0,3.1767564969802975,0
103.864578,30.364908,3425.0,4.256472675492208,0
103.866722,30.369377,3425.0,7.013145237250063,1
103.868919,30.37394,3425.0,4.756971831159317,0
103.872986,30.382364,3425.0,6.084148604232802,1
103.877327,30.391582,3425.0,5.343423365538782,1
103.881226,30.400085,3450.0,7.00817473038553,1
103.885155,30.4086,3425.0,8.606324397088176,1
103.88871,30.416382,3400.0,9.03521234613283,1
103.892319,30.424076,3250.0,12.119107814853484,1
103.8955,30.430893,3100.0,10.194062432039317,1
103.898994,30.438446,2975.0,10.315291319930644,1
103.902321,30.445583,2825.0,8.765838152676457,1
103.905449,30.452286,2675.0,12.217457473054504,1
103.908585,30.459129,2525.0,9.370790333566903,1
103.911705,30.465775,2375.0,5.9018872090126475,1
103.914558,30.471909,2250.0,8.264193141533674,1
103.91774,30.478775,2125.0,11.11830678143612,1
103.920883,30.485617,1975.0,8.387815194686464,1
103.923904,30.492043,1825.0,5.4976408821258005,1
103.927002,30.498734,1700.0,3.684058084417703,0
103.931488,30.508429,1500.0,2.8014422141211432,0
103.934166,30.51416,1375.0,5.213946313467281,1
103.941879,36.418079,21400.0,3.426638002722582,0
103.9757,36.300659,22075.0,4.887781929175328,0
104.03363,36.066631,26075.0,7.560422191351493,1
104.040466,35.946709,26600.0,6.935627424841547,1
104.046898,35.825211,26575.0,4.857851703923121,0
104.060219,35.56921,26600.0,7.110411052004221,1
104.085899,35.058159,26600.0,3.784108000666564,0
104.092659,34.92149,26625.0,3.938458589268271,0
104.099174,34.793144,26600.0,3.1143178367547066,0
104.105759,34.66671,26600.0,2.8074632851860284,0
104.112167,34.540924,26600.0,2.2681570188553066,0
104.118607,34.412979,26600.0,7.6756464592052005,1
104.587151,32.740932,26600.0,11.162913766438521,1
104.603195,32.435623,26600.0,11.017694796298146,1
104.606491,32.36684,26200.0,6.418464017211693,1
104.611984,32.272293,25050.0,7.009765575831624,1
104.615829,32.204498,24225.0,6.698835849296365,1
104.6194,32.139816,23375.0,5.970376635178428,1
104.622856,32.075703,22550.0,5.03925500066312,0
104.626266,32.010956,21675.0,5.541376824040903,1
104.629837,31.946869,20825.0,7.2565514923904155,1
104.6334,31.882835,19975.0,9.591734318792206,1
104.636642,31.822998,19150.0,8.714181032017494,1
104.640411,31.755661,18450.0,7.480533881884598,1
104.644127,31.697021,17825.0,4.878011275507019,0
104.647743,31.638624,17225.0,6.691450066688408,1
104.651558,31.577408,16575.0,4.699097102768145,0
104.65522,31.518723,15950.0,3.7023065418567067,0
104.658882,31.460999,15300.0,6.895298493804545,1
104.658401,31.429649,14925.0,6.542348369086109,1
104.657646,31.426071,14875.0,6.426622417993897,1
104.656731,31.422363,14850.0,6.305176270199566,1
104.655106,31.417267,14775.0,6.211999785693954,1
104.653717,31.413803,14725.0,6.191845160110959,1
104.652367,31.410782,14700.0,6.1821915842695185,1
104.650269,31.406708,14650.0,6.236213362215157,1
104.648544,31.403824,14600.0,6.324572524280149,1
104.64637,31.400461,14550.0,6.440409817721882,1
104.643234,31.396318,14500.0,6.593352986904501,1
104.641037,31.393759,14475.0,6.684945127433369,1
104.637741,31.390221,14400.0,6.88827296394001,1
104.635933,31.388405,14375.0,6.964186510366096,1
104.632065,31.38501,14325.0,7.092706858291477,1
104.628136,31.381897,14275.0,7.184889196821224,1
104.625053,31.379745,14225.0,7.245450847470191,1
104.621758,31.377605,14200.0,7.225506006371837,1
104.617203,31.374939,14150.0,7.175670055165115,1
104.61187,31.372019,14075.0,7.070268393896461,1
104.60939,31.370682,14050.0,6.978890085609634,1
104.604401,31.368015,14000.0,6.7514702064890155,1
104.599625,31.365501,13950.0,6.495745330942921,1
104.595444,31.363314,13900.0,6.261740951608193,1
104.591995,31.361481,13875.0,6.053526682885807,1
104.589684,31.360245,13850.0,5.929278219111877,1
104.584084,31.357269,13825.0,5.659747783016401,1
104.581001,31.355633,13825.0,5.560673880883159,1
104.529312,31.32811,13800.0,12.584379948784601,1
104.475456,31.29982,13800.0,9.440313789964417,1
104.416969,31.269012,13800.0,5.146028499365919,1
104.343475,31.230173,13800.0,8.973709008966022,1
104.292671,31.203461,13800.0,5.168901924998277,1
104.235367,31.17296,13800.0,6.8965303420192665,1
104.186203,31.146881,13800.0,8.248245082423502,1
104.135391,31.119892,13800.0,8.746802225067297,1
104.077904,31.089111,13775.0,6.378112860528406,1
104.063271,31.077995,13775.0,10.706171881745442,1
104.057175,31.071478,13775.0,13.195681735028906,1
104.052338,31.064589,13775.0,14.58212120426484,1
104.048935,31.058163,13800.0,14.451619719339815,1
104.045029,31.050203,13825.0,12.842631844911605,1
104.041679,31.043127,13825.0,10.759852631156948,1
104.038322,31.036011,13825.0,8.652373567182046,1
104.034981,31.029068,13825.0,7.009066117079142,1
104.016022,30.989639,13800.0,6.025758214678525,1
103.996635,30.948765,13475.0,5.015180072836401,0
103.975037,30.903351,12700.0,4.676480170985217,0
103.956947,30.865128,12100.0,4.968494356665769,0
103.936157,30.820841,11375.0,7.78550422404812,1
103.927597,30.802505,11075.0,8.733202658615433,1
103.918961,30.784063,10775.0,8.426071765854338,1
103.910469,30.765564,10450.0,7.163630520721847,1
103.901382,30.746683,10125.0,5.867617111940314,1
103.892708,30.728481,9825.0,5.028585376195042,0
103.883972,30.709394,9500.0,4.473717289417771,0
103.875183,30.690353,9200.0,4.620173289219855,0
103.866631,30.672043,8900.0,5.284641500255264,1
103.857849,30.653091,8625.0,5.7565451298733326,1
103.848969,30.63446,8525.0,5.766470402248805,1
103.840401,30.616608,8375.0,5.452732200335653,1
103.831787,30.598274,7875.0,5.086908923179102,0
103.82312,30.579163,7300.0,4.805748798032621,0
103.814285,30.559891,6900.0,4.767972752060706,0
103.805664,30.541809,6625.0,5.198391964230299,1
103.797104,30.523315,6350.0,4.773035995464785,0
103.788834,30.505356,5900.0,4.254736999152028,0
103.780479,30.487293,5525.0,4.027697987720628,0
103.772186,30.469463,5175.0,2.6198127764144776,0
103.763931,30.451904,4800.0,1.837373517782152,0
103.758705,30.440598,4650.0,1.750510860963161,0
103.75351,30.429195,4575.0,2.035673161104912,0
103.748528,30.418167,4525.0,2.7333440961152324,0
103.743729,30.407455,4525.0,3.1061762275356264,0
103.741798,30.401688,4525.0,2.9180819070342783,0
103.74115,30.396149,4525.0,2.6806667662895087,0
103.741806,30.39093,4525.0,2.662877791411529,0
103.743408,30.386307,4525.0,2.923872010671669,0
103.746475,30.381527,4525.0,3.366600288860836,0
103.750656,30.37743,4525.0,3.748806022218956,0
103.755043,30.374176,4550.0,4.143588932498026,0
103.759827,30.370958,4550.0,4.6233329655520805,0
103.764793,30.367722,4525.0,5.046588983742697,0
103.769386,30.364676,4525.0,5.273454212141912,1
103.774162,30.361555,4500.0,5.186694651199683,1
103.782455,30.356094,4525.0,4.868866152300109,0
103.79174,30.349918,4525.0,5.1859760913752595,1
103.800339,30.344238,4450.0,4.532909356281385,0
103.804817,30.34177,4375.0,3.72943461095015,0
103.810516,30.339798,4275.0,3.3873937835876715,0
103.815735,30.339111,4150.0,4.384590725007553,0
103.820961,30.339432,4050.0,5.89299084505369,1
103.826843,30.341072,3925.0,6.191945605508818,1
103.831566,30.343493,3850.0,5.407050096899881,1
103.83596,30.346519,3775.0,4.5021093719275855,0
103.84008,30.349686,3675.0,2.779213091147646,0
103.8442,30.352989,3625.0,1.6640918321123324,0
103.847672,30.355865,3575.0,1.871981802009304,0
103.851982,30.359482,3575.0,0.9928425938960475,0
103.859909,30.366165,3550.0,0.24450301539581565,0
103.86348,30.369656,3550.0,2.3746405200213903,0
103.86689,30.374031,3525.0,3.6256934365463045,0
103.869431,30.378021,3525.0,6.886038162399586,1
103.871941,30.382412,3525.0,6.927866801254033,1
103.874252,30.3866,3525.0,7.892490825095662,1
103.876884,30.391676,3525.0,6.617409823341381,1
103.879028,30.395958,3525.0,7.282532608008923,1
103.881279,30.400635,3525.0,8.211866531973223,1
103.885452,30.409271,3525.0,9.744455667677627,1
103.888916,30.416719,3500.0,9.85817303841357,1
103.893501,30.42659,3325.0,12.34512327455461,1
103.897385,30.434967,3150.0,8.926015820458105,1
103.901047,30.442703,3000.0,10.594004174520926,1
103.904404,30.449959,2800.0,12.127903788341476,1
103.907562,30.456848,2675.0,11.753784725303051,1
103.910339,30.4629,2575.0,7.262170436391621,1
103.913635,30.469835,2425.0,7.145251020448001,1
103.916176,30.475296,2300.0,10.416891852549787,1
103.919357,30.482254,2150.0,10.591738276212322,1
103.922318,30.488596,2000.0,6.929746480266097,1
103.925064,30.494555,1900.0,5.129072896325048,1
103.926842,30.498367,1800.0,3.9990391815080852,0
103.934647,30.51512,1450.0,6.219101149323515,1
125.539589,43.906158,5850.0,8.912099730886577,1
125.466164,43.859982,8400.0,6.761375866149034,1
125.38546,43.80901,11175.0,9.02670961869333,1
125.279449,43.78471,12375.0,6.996339704608759,1
125.154877,43.77763,14550.0,4.557666512363321,0
125.024986,43.770355,16700.0,6.540228921128097,1
124.891815,43.762665,18600.0,5.990546144801635,1
124.754791,43.754589,19725.0,5.743082723553286,1
124.476669,43.737316,23075.0,5.525048317257176,1
124.205605,43.676472,26200.0,6.767555867281295,1
124.062653,43.667999,27750.0,5.997556621326909,1
123.924866,43.659946,29225.0,6.060960863244638,1
123.785774,43.651707,30275.0,6.962165168608119,1
123.646683,43.643139,31100.0,7.97906352294833,1
123.500847,43.634018,31675.0,5.866868086052098,1
123.354942,43.624786,32100.0,6.735206152880598,1
123.20311,43.614944,32100.0,7.599619259457399,1
123.053581,43.60725,32100.0,5.263409638519826,1
122.902328,43.599426,32100.0,5.500587006372849,1
122.751617,43.591469,32125.0,6.23119126709733,1
122.452827,43.575035,32100.0,6.517003965339712,1
122.303131,43.566422,32100.0,6.862844944981292,1
122.155083,43.543102,32125.0,7.067931593940878,1
121.467659,43.311272,32125.0,1.4944447448588583,0
121.331032,43.26384,32150.0,2.9039653662349587,0
121.192802,43.215611,32125.0,4.572059097763162,0
121.053314,43.166634,32125.0,7.138337124250291,1
120.636551,43.019299,32075.0,7.138319208616802,1
120.495239,42.968861,32125.0,7.7168028075421295,1
120.070282,42.822922,32100.0,6.73925449408971,1
119.65715,42.67905,32050.0,7.512802423360112,1
119.518089,42.63007,32100.0,9.092077123411396,1
119.378624,42.580902,32150.0,8.602576985496688,1
119.241982,42.532562,32125.0,9.168874649274954,1
118.965645,42.433853,32100.0,4.818093930535989,0
118.827126,42.385666,32125.0,10.597156533100865,1
118.689301,42.337143,32100.0,7.90143138661659,1
118.551361,42.288799,32100.0,5.1836832420899315,1
118.416634,42.24115,32075.0,7.799563769397564,1
118.270439,42.2057,32075.0,7.295628229196258,1
117.99604,42.274429,32125.0,7.1228666830811065,1
117.865028,42.319889,32125.0,7.149662585352214,1
117.42762,42.361359,32100.0,6.430389651163381,1
116.821327,42.33065,32100.0,7.976658748507119,1
116.366478,42.305141,32075.0,7.607384901543227,1
115.464752,42.249802,32100.0,7.16004852585581,1
115.16362,42.22961,32100.0,8.072690186366545,1
114.712212,42.197651,32100.0,7.40403948377528,1
114.553932,42.18615,32150.0,6.64324200256428,1
114.40255,42.174648,32125.0,5.178508186687131,1
114.250008,42.162731,32150.0,4.854259742330346,0
114.108856,42.116459,32100.0,4.017795608408741,0
113.976509,42.055382,32050.0,2.5907594559709235,0
113.312683,41.744339,32125.0,2.0610003609466636,0
113.047142,41.617981,32125.0,0.9184425880572344,0
112.665627,41.41362,32075.0,2.006631710645915,0
112.561577,41.3237,32100.0,2.3097727783079605,0
112.354561,41.143291,32100.0,2.553122317153253,0
112.16156,40.969116,32100.0,4.205979712744605,0
112.119034,40.929611,32075.0,3.611555020270875,0
112.0196,40.837158,32075.0,8.493010061750404,1
111.990631,40.809834,32100.0,4.037413023733814,0
111.905212,40.674637,32150.0,2.0260089557508514,0
111.892273,40.60817,32150.0,1.0926922386093438,0
111.884453,40.542671,32100.0,4.483576602207178,0
111.877258,40.471802,32100.0,4.271955572118363,0
111.872284,40.406319,32100.0,1.5933485883878615,0
111.867493,40.34903,32100.0,1.0431960015316764,0
111.860527,40.264069,32100.0,0.15214386319691686,0
111.853302,40.173882,32125.0,7.378783220874235,1
111.822807,40.010601,32150.0,0.16111302745740944,0
111.779419,39.940887,32125.0,3.4496776388894403,0
111.689148,39.85202,32050.0,1.8530941172892403,0
111.635544,39.802185,32050.0,1.0149514306238976,0
111.584793,39.755127,32050.0,5.368888874502038,1
111.53479,39.708641,32100.0,1.448396387660712,0
111.523056,39.697723,32100.0,1.123029555679731,0
111.422424,39.60371,32125.0,4.136193319080661,0
111.365845,39.550922,32125.0,5.215176532485643,1
111.314392,39.502739,32125.0,4.300704399242577,0
111.262451,39.454044,32100.0,5.779942788084398,1
111.186897,39.382828,32075.0,4.889237775428615,0
111.136261,39.334946,32075.0,0.6153214427813746,0
111.119781,39.319382,32050.0,0.07056717554579159,0
111.064018,39.26688,32075.0,0.0005283409883410045,0
110.978149,39.199032,32125.0,0.15239622994123517,0
110.976006,39.197937,32125.0,0.23058598754271498,0
110.971588,39.195694,32125.0,0.4830749053865709,0
110.942207,39.183197,32125.0,2.0920540405030588,0
110.936714,39.181229,32125.0,2.8855604545252485,0
110.930725,39.179249,32125.0,4.042440732288359,0
110.926086,39.177841,32125.0,4.543801350012087,0
110.919762,39.17601,32125.0,3.8301610400608275,0
110.913071,39.174225,32125.0,3.1766404171358404,0
110.904358,39.172165,32125.0,2.7248329404397387,0
110.819519,39.164398,32125.0,0.6713439878955922,0
110.543457,39.176971,32100.0,6.650534927524101,1
110.266777,39.18898,32100.0,8.723008341085384,1
109.990356,39.202011,32125.0,7.704359029406874,1
109.711731,39.214951,32100.0,4.276042622116952,0
109.475517,39.108299,32100.0,3.6841558860643406,0
109.441101,38.98531,32125.0,1.7370226130022277,0
109.349548,38.616261,32075.0,2.9196136722329658,0
109.319641,38.49456,32075.0,3.206068064195716,0
109.284401,38.244549,32125.0,3.699736372025049,0
109.276711,38.118229,32125.0,4.214080278588235,0
109.268707,37.991791,32100.0,7.065136685594334,1
109.25354,37.740921,32075.0,5.610512461330347,1
109.223152,37.237091,32125.0,6.88426663819173,1
109.184639,36.584572,32050.0,5.935639120380679,1
109.177094,36.45557,32100.0,5.954569265134256,1
109.152618,36.057831,32100.0,5.520601787318716,1
109.119888,35.799561,32125.0,8.548029954736638,1
109.02774,35.565578,32125.0,9.458220759770747,1
108.983063,35.453571,32100.0,5.694625381749835,1
108.881889,35.198189,32075.0,8.310927567541682,1
108.837738,35.086399,32100.0,10.12717589902501,1
108.789818,34.965271,32100.0,5.956300172690689,1
108.741814,34.842346,32100.0,8.405964418645652,1
108.649292,34.572487,32100.0,5.171542815760049,1
108.610382,34.452148,32100.0,2.8130416575980965,0
108.570274,34.325943,32125.0,3.3312577142597273,0
108.443802,34.090027,32100.0,3.0961947875660427,0
108.346603,33.993256,32100.0,1.4357856808196037,0
108.250237,33.897243,32100.0,3.776559552119999,0
108.152908,33.800182,32100.0,2.1748591152927292,0
108.057213,33.704498,32100.0,5.661655852493793,1
107.96196,33.608952,32100.0,5.713042655629777,1
107.857719,33.523708,32100.0,3.202206758641902,0
107.747482,33.44302,32100.0,4.559190941542924,0
107.652451,33.348999,32100.0,6.04183646515819,1
107.557442,33.252541,32100.0,4.644255448706952,0
107.46167,33.15509,32125.0,4.892082232877636,0
107.367699,33.059212,32100.0,6.348140097788863,1
107.273857,32.96315,32100.0,4.861660710045248,0
107.179146,32.865925,32100.0,5.7461350133892095,1
107.085335,32.769287,32100.0,2.1417337989849963,0
106.991783,32.672836,32075.0,3.798708950458851,0
106.898071,32.575607,32075.0,1.4879645859948774,0
106.80397,32.478149,32125.0,1.891354646367073,0
106.703171,32.388336,32125.0,1.6546230800333184,0
106.674332,32.371494,32125.0,1.98128262870213,0
106.580612,32.334953,32075.0,0.45736093824804175,0
106.461777,32.307392,32075.0,1.692401397186754,0
106.394737,32.285561,32100.0,2.0043707845460266,0
106.325966,32.262562,32100.0,2.935190245484172,0
106.259491,32.240204,31550.0,2.848160484983542,0
106.200684,32.220062,30625.0,7.430379118490402,1
106.112068,32.179096,29150.0,9.255421161293,1
106.049545,32.145493,28050.0,7.776732317257628,1
105.988976,32.11285,27075.0,7.3241856429061825,1
105.928085,32.080124,26100.0,6.108450084576291,1
105.863976,32.045536,25050.0,7.928158865870336,1
105.78862,32.004776,23850.0,7.169334179714566,1
105.723358,31.969528,22775.0,7.42426662135492,1
105.660225,31.935068,21750.0,7.878309919632518,1
105.598572,31.901457,20750.0,7.01782677750055,1
105.54071,31.870056,19775.0,6.612692384879223,1
105.478195,31.835999,18650.0,2.9082599877117503,0
105.417122,31.802767,17775.0,0.915168559901179,0
105.356247,31.769575,17700.0,3.4041259101527475,0
105.298019,31.73764,17700.0,5.474100286608322,1
105.23922,31.70549,17675.0,10.544591315106008,1
105.179016,31.672577,17175.0,9.690878127216754,1
105.122681,31.642868,16700.0,8.97537409209813,1
105.064034,31.611832,16175.0,8.669411951092291,1
105.007645,31.581802,15650.0,9.888166749288889,1
104.950073,31.551041,15100.0,5.828955460413505,1
104.904137,31.523621,14650.0,5.926260525881403,1
104.901932,31.52179,14625.0,6.567879389212018,1
104.897835,31.51799,14575.0,7.787872657759209,1
104.894447,31.514511,14525.0,7.8585247657776875,1
104.891418,31.510977,14475.0,6.940872953967126,1
104.889389,31.508556,14450.0,6.180145338158034,1
104.886475,31.504366,14400.0,5.445110338209597,1
104.88443,31.501099,14350.0,5.360344197257513,1
104.882385,31.497482,14325.0,5.640361785333222,1
104.879417,31.491714,14275.0,6.833956260646035,1
104.877083,31.486723,14250.0,7.1586552082089,1
104.874664,31.48151,14225.0,7.127593039802217,1
104.871811,31.475084,14175.0,6.57922287490813,1
104.869888,31.470848,14125.0,5.796993395953282,1
104.868431,31.467545,14100.0,5.222159018093709,1
104.866493,31.463013,14075.0,4.4600217526327075,0
104.864609,31.45871,14025.0,3.5476407863114097,0
104.861862,31.45253,13975.0,1.9818214530109548,0
104.837585,31.398041,13450.0,7.00434978152025,1
104.811768,31.340643,12925.0,3.819096773031611,0
104.786446,31.284407,12725.0,3.757452743978052,0
104.764252,31.235294,12400.0,2.170489820050861,0
104.742775,31.187626,12000.0,1.0927947913666214,0
104.723328,31.144285,11750.0,0.3427763608900298,0
104.714302,31.124039,11600.0,0.41666893526241966,0
104.707138,31.108109,11500.0,0.4288343146769502,0
104.69928,31.090668,11350.0,0.45698521446797036,0
104.690643,31.071291,11225.0,0.2106346068443475,0
104.682045,31.053268,11075.0,1.000533828205069,0
104.671692,31.037495,10950.0,2.0107110279615554,0
104.668945,31.033724,10925.0,3.1360814437459745,0
104.667023,31.030977,10900.0,3.9048580484026547,0
104.665344,31.028641,10875.0,4.236691472852667,0
104.652245,31.010214,10750.0,0.5689464903780773,0
104.639984,30.992889,10575.0,1.9116506719717727,0
104.629265,30.977737,10475.0,3.931108633368752,0
104.622101,30.967667,10375.0,4.584692713441499,0
104.606049,30.945042,10200.0,4.310719454497985,0
104.593361,30.927025,10025.0,3.987938782308385,0
104.582031,30.910995,9900.0,4.471849281110432,0
104.570992,30.89534,9775.0,5.793839523909551,1
104.538841,30.849792,9425.0,3.1655620874001142,0
104.52607,30.831919,9250.0,1.3922928980790603,0
104.513367,30.814087,9075.0,1.0174943417897004,0
104.502327,30.798431,8950.0,0.8720328596057307,0
104.489296,30.780029,8775.0,0.7122057489410367,0
104.477882,30.763733,8725.0,0.7689030694529506,0
104.464981,30.745378,8700.0,1.1285832317907414,0
104.453011,30.728294,8700.0,1.6585472326543642,0
104.441795,30.712372,8725.0,2.1949588987825788,0
104.428894,30.693939,8725.0,2.765723049669605,0
104.416481,30.676296,8675.0,3.1340114595806146,0
104.404282,30.659071,8550.0,3.214671599961115,0
104.392258,30.641939,8450.0,2.9997987804620205,0
104.379921,30.624435,8300.0,2.5757083130170413,0
104.365341,30.608143,8150.0,2.1028106055639353,0
104.359077,30.603813,8125.0,1.9570199527600032,0
104.352882,30.599899,8075.0,1.8252792953963426,0
104.346825,30.596178,8025.0,1.7127445506581607,0
104.3405,30.592484,7975.0,1.6183260773420747,0
104.320465,30.581131,7850.0,1.5172505045079758,0
104.301674,30.570576,7725.0,1.7365536289893706,0
104.281525,30.559067,7700.0,2.110736550718225,0
104.262512,30.54808,7725.0,2.154299620817047,0
104.242699,30.536591,7725.0,1.594998384701381,0
104.22438,30.525978,7725.0,0.8620228038479227,0
104.203705,30.515076,7700.0,0.5208455030633534,0
104.196327,30.512695,7725.0,0.5693555861145448,0
104.188736,30.511322,7725.0,0.683660861992022,0
104.18148,30.510523,7725.0,0.9096629321055238,0
104.174118,30.509964,7725.0,1.3118078002883407,0
104.165771,30.509544,7725.0,1.8658009373245634,0
104.158417,30.509308,7700.0,2.423006292339294,0
104.150337,30.509127,7700.0,3.1189656481008408,0
104.127373,30.508568,7700.0,4.953257352121502,0
104.103973,30.507963,7725.0,5.868419336207377,1
