lon,lat,alt,ZOI_DBSCAN
107.557442,33.252541,32100.0,0
107.46167,33.15509,32125.0,0
107.367699,33.059212,32100.0,0
107.273857,32.96315,32100.0,0
107.179146,32.865925,32100.0,0
107.085335,32.769287,32100.0,0
106.991783,32.672836,32075.0,0
106.898071,32.575607,32075.0,0
106.80397,32.478149,32125.0,0
106.703171,32.388336,32125.0,0
106.674332,32.371494,32125.0,0
106.580612,32.334953,32075.0,0
106.461777,32.307392,32075.0,0
106.394737,32.285561,32100.0,0
106.325966,32.262562,32100.0,0
106.259491,32.240204,31550.0,0
106.200684,32.220062,30625.0,0
106.112068,32.179096,29150.0,0
106.049545,32.145493,28050.0,0
105.988976,32.11285,27075.0,0
105.928085,32.080124,26100.0,0
105.863976,32.045536,25050.0,0
105.78862,32.004776,23850.0,0
105.723358,31.969528,22775.0,0
105.660225,31.935068,21750.0,0
105.598572,31.901457,20750.0,0
105.54071,31.870056,19775.0,0
105.478195,31.835999,18650.0,0
105.417122,31.802767,17775.0,0
105.356247,31.769575,17700.0,0
105.298019,31.73764,17700.0,0
105.23922,31.70549,17675.0,0
105.179016,31.672577,17175.0,0
105.122681,31.642868,16700.0,0
105.064034,31.611832,16175.0,0
105.007645,31.581802,15650.0,0
104.950073,31.551041,15100.0,0
104.904137,31.523621,14650.0,0
104.901932,31.52179,14625.0,0
104.897835,31.51799,14575.0,0
104.894447,31.514511,14525.0,1
104.891418,31.510977,14475.0,1
104.889389,31.508556,14450.0,1
104.886475,31.504366,14400.0,1
104.88443,31.501099,14350.0,1
104.882385,31.497482,14325.0,1
104.879417,31.491714,14275.0,1
104.877083,31.486723,14250.0,1
104.874664,31.48151,14225.0,1
104.871811,31.475084,14175.0,1
104.869888,31.470848,14125.0,1
104.868431,31.467545,14100.0,1
104.866493,31.463013,14075.0,1
104.864609,31.45871,14025.0,1
104.861862,31.45253,13975.0,0
104.837585,31.398041,13450.0,0
104.811768,31.340643,12925.0,0
104.786446,31.284407,12725.0,0
104.764252,31.235294,12400.0,0
104.742775,31.187626,12000.0,0
104.723328,31.144285,11750.0,0
104.714302,31.124039,11600.0,0
104.707138,31.108109,11500.0,0
104.69928,31.090668,11350.0,0
104.690643,31.071291,11225.0,1
104.682045,31.053268,11075.0,1
104.671692,31.037495,10950.0,1
104.668945,31.033724,10925.0,1
104.667023,31.030977,10900.0,1
104.665344,31.028641,10875.0,1
104.652245,31.010214,10750.0,1
104.639984,30.992889,10575.0,1
104.629265,30.977737,10475.0,0
104.622101,30.967667,10375.0,0
104.606049,30.945042,10200.0,0
104.593361,30.927025,10025.0,0
104.582031,30.910995,9900.0,0
104.570992,30.89534,9775.0,0
104.538841,30.849792,9425.0,0
104.52607,30.831919,9250.0,0
104.513367,30.814087,9075.0,0
104.502327,30.798431,8950.0,0
104.489296,30.780029,8775.0,0
104.477882,30.763733,8725.0,0
104.464981,30.745378,8700.0,0
104.453011,30.728294,8700.0,0
104.441795,30.712372,8725.0,0
104.428894,30.693939,8725.0,0
104.416481,30.676296,8675.0,0
104.404282,30.659071,8550.0,0
104.392258,30.641939,8450.0,0
104.379921,30.624435,8300.0,0
104.365341,30.608143,8150.0,0
104.359077,30.603813,8125.0,0
104.352882,30.599899,8075.0,0
104.346825,30.596178,8025.0,0
104.3405,30.592484,7975.0,0
104.320465,30.581131,7850.0,0
104.301674,30.570576,7725.0,0
104.281525,30.559067,7700.0,0
104.262512,30.54808,7725.0,0
104.242699,30.536591,7725.0,0
104.22438,30.525978,7725.0,0
104.203705,30.515076,7700.0,0
104.196327,30.512695,7725.0,0
104.188736,30.511322,7725.0,0
104.18148,30.510523,7725.0,0
104.174118,30.509964,7725.0,0
104.165771,30.509544,7725.0,0
104.158417,30.509308,7700.0,0
104.150337,30.509127,7700.0,0
104.127373,30.508568,7700.0,0
104.103973,30.507963,7725.0,0
104.08049,30.507156,7725.0,0
104.058136,30.506332,7725.0,0
104.033989,30.505308,7725.0,0
104.010857,30.504318,7700.0,0
103.987915,30.503448,7725.0,0
103.964996,30.50247,7725.0,0
103.941544,30.501434,7725.0,0
103.918198,30.500422,7725.0,0
103.895821,30.497223,7725.0,0
103.888039,30.495487,7675.0,0
103.865067,30.490494,7450.0,0
103.842499,30.485664,7075.0,0
103.820801,30.481009,6775.0,0
103.798172,30.476074,6700.0,0
103.784378,30.471466,6700.0,0
103.777954,30.46788,6700.0,0
103.773064,30.464203,6700.0,0
103.768394,30.459408,6700.0,0
103.765427,30.455359,6700.0,0
103.761917,30.449213,6725.0,0
103.758949,30.443348,6700.0,0
103.756584,30.438181,6700.0,0
103.754227,30.432781,6700.0,0
103.751816,30.427231,6700.0,0
103.745377,30.412437,6700.0,0
103.738785,30.397635,6725.0,0
103.732689,30.384041,6725.0,0
103.726768,30.37088,6725.0,0
103.720741,30.357742,6700.0,0
103.714676,30.34461,6700.0,0
103.708794,30.331808,6600.0,0
103.702751,30.318541,6300.0,0
103.700005,30.309402,6000.0,0
103.700226,30.304668,5825.0,0
103.701569,30.300293,5700.0,0
103.704124,30.29587,5575.0,0
103.707436,30.291962,5425.0,0
103.711151,30.288986,5325.0,0
103.715675,30.286514,5225.0,0
103.720604,30.284559,5125.0,0
103.725479,30.282898,5050.0,0
103.731026,30.281113,4925.0,0
103.735924,30.279648,4825.0,0
103.740982,30.278133,4750.0,0
103.745354,30.276901,4725.0,0
103.755257,30.274017,4725.0,0
103.765976,30.271244,4725.0,0
103.77018,30.27095,4725.0,0
103.776749,30.271729,4725.0,0
103.781853,30.273386,4725.0,0
103.785477,30.275154,4725.0,0
103.790321,30.27832,4725.0,0
103.794815,30.281626,4725.0,0
103.798508,30.284454,4725.0,1
103.80262,30.28763,4700.0,0
103.806572,30.290703,4700.0,1
103.814705,30.297081,4725.0,1
103.821953,30.3029,4725.0,1
103.830086,30.30937,4725.0,1
103.837013,30.315445,4700.0,1
103.840408,30.319332,4725.0,1
103.843269,30.323151,4725.0,1
103.845848,30.327061,4725.0,1
103.848427,30.331421,4725.0,1
103.850739,30.335627,4700.0,1
103.853111,30.34021,4700.0,1
103.855103,30.344284,4700.0,1
103.857224,30.348707,4725.0,1
103.861397,30.357506,4725.0,1
103.865295,30.365885,4700.0,1
103.868813,30.373381,4625.0,1
103.873199,30.382919,4450.0,1
103.876915,30.390976,4275.0,1
103.880676,30.399076,4075.0,1
103.884293,30.406952,3900.0,1
103.887711,30.414206,3725.0,1
103.890892,30.421143,3575.0,1
103.893829,30.427368,3450.0,1
103.89695,30.434189,3325.0,1
103.900124,30.440928,3150.0,1
103.903091,30.447372,3025.0,1
103.905945,30.453497,2900.0,1
103.908966,30.460014,2750.0,1
103.911819,30.466206,2625.0,1
103.91494,30.472824,2500.0,1
103.917953,30.47937,2350.0,1
103.921082,30.486053,2200.0,1
103.923935,30.492188,2075.0,1
103.927147,30.499071,1950.0,1
123.491776,41.639935,0.0,1
123.49482,41.642921,0.0,1
123.496376,41.645393,0.0,1
123.495285,41.64632,0.0,1
123.49398,41.646969,0.0,1
123.471893,41.632412,275.0,1
123.466591,41.629013,575.0,1
123.461739,41.625942,875.0,1
123.454994,41.621613,1325.0,1
123.450371,41.618633,1625.0,1
123.443634,41.614243,1900.0,1
123.437019,41.609833,2100.0,1
123.429527,41.604904,2275.0,1
123.421814,41.599777,2450.0,1
123.415413,41.595474,2600.0,1
123.408722,41.590935,2725.0,1
123.400482,41.585392,2875.0,1
123.393135,41.58046,3050.0,1
123.382851,41.574501,3275.0,1
123.380234,41.573288,3325.0,1
123.377487,41.572266,3375.0,1
123.37455,41.571289,3450.0,1
123.371468,41.570435,3525.0,1
123.368347,41.569748,3625.0,1
123.364456,41.569195,3750.0,1
123.362091,41.568962,3825.0,1
123.356789,41.568821,4000.0,1
123.353661,41.568962,4075.0,1
123.346764,41.569565,4250.0,1
123.343826,41.569893,4325.0,1
123.339386,41.570389,4400.0,1
123.335014,41.570915,4450.0,1
123.332268,41.571243,4475.0,1
123.326836,41.571945,4550.0,1
123.32383,41.572311,4600.0,1
123.319359,41.572872,4700.0,1
123.316666,41.573227,4775.0,1
123.280846,41.577667,6025.0,1
123.260048,41.580139,6875.0,1
123.236008,41.582973,7775.0,1
123.217354,41.585266,8225.0,1
123.197372,41.587692,8675.0,1
123.173859,41.59042,9450.0,1
123.160446,41.592003,9800.0,1
123.081177,41.601547,11225.0,1
123.049812,41.60527,11550.0,1
123.026466,41.608017,11775.0,1
122.995071,41.611694,12075.0,1
122.947548,41.617188,12425.0,0
122.842133,41.629532,14625.0,0
122.774834,41.637344,15600.0,0
122.708412,41.644749,15700.0,0
122.563911,41.66153,15775.0,0
122.434067,41.676262,17500.0,0
122.0438,41.750141,23400.0,0
121.640633,41.810799,25625.0,0
121.064163,41.736408,31100.0,0
120.926003,41.729706,32075.0,0
120.784454,41.722488,32125.0,0
120.483482,41.72002,32125.0,0
120.344734,41.761414,32125.0,0
120.192924,41.79538,32125.0,0
120.04818,41.825745,32125.0,0
119.903122,41.855953,32125.0,0
119.75621,41.886311,32125.0,0
119.611282,41.915859,32125.0,0
119.463585,41.945938,32125.0,0
119.31945,41.975101,32125.0,0
119.17363,42.004257,32125.0,0
119.027664,42.033272,32125.0,0
118.882683,42.062073,32125.0,0
118.736397,42.090618,32125.0,0
118.591728,42.11874,32125.0,0
118.447372,42.14677,32125.0,0
118.305344,42.174042,32125.0,0
118.16243,42.21627,32125.0,0
118.028229,42.263191,32125.0,0
117.890976,42.310959,32125.0,0
117.751221,42.355129,32125.0,0
117.606407,42.369572,32125.0,0
117.44429,42.36235,32125.0,0
117.287537,42.354771,32125.0,0
117.130157,42.346889,32125.0,0
116.974373,42.33889,32125.0,0
116.816383,42.33041,32125.0,0
116.66095,42.321899,32125.0,0
116.504333,42.31316,32125.0,0
116.352829,42.304371,32125.0,0
116.194283,42.29517,32125.0,0
116.038597,42.28606,32125.0,0
115.886909,42.276581,32125.0,0
115.72921,42.26664,32125.0,0
115.577049,42.25713,32125.0,0
115.423798,42.24715,32125.0,0
115.272774,42.236992,32125.0,0
115.116623,42.226231,32125.0,0
114.964813,42.21574,32125.0,0
114.806358,42.204769,32125.0,0
114.64917,42.19323,32125.0,0
114.499199,42.181961,32125.0,0
114.044731,42.147282,32125.0,0
113.758133,42.068001,32125.0,0
113.502441,41.92062,32125.0,0
113.109993,41.6917,32125.0,0
112.983971,41.61747,32125.0,0
112.857758,41.542839,32125.0,0
112.621223,41.375679,32125.0,0
112.407227,41.189758,32125.0,0
112.196938,41.00256,32125.0,0
112.120346,40.930962,32125.0,0
112.094131,40.90657,32125.0,0
111.988327,40.807087,32125.0,0
111.903015,40.66658,32125.0,1
111.889526,40.602402,32125.0,1
111.882568,40.534058,32125.0,0
111.876335,40.46339,32125.0,0
111.870728,40.393387,32125.0,0
111.868103,40.361481,32125.0,0
111.863792,40.307388,32125.0,0
111.853088,40.174393,32125.0,0
111.834663,40.046261,32125.0,0
111.79126,39.959045,32125.0,1
111.769218,39.930321,32125.0,1
111.674171,39.838394,32350.0,1
111.623245,39.79097,32825.0,1
111.590088,39.766178,33100.0,0
111.584961,39.763199,33125.0,0
111.580971,39.760986,33150.0,0
111.575539,39.758148,33200.0,0
111.571655,39.75618,33225.0,0
111.567116,39.75412,33275.0,0
111.561523,39.751656,33325.0,0
111.558105,39.750259,33350.0,0
111.552666,39.748077,33375.0,0
111.546219,39.745789,33425.0,0
111.540833,39.743973,33475.0,0
111.536072,39.742577,33500.0,0
111.530518,39.740948,33550.0,0
111.525818,39.739738,33600.0,0
111.521118,39.738525,33625.0,0
111.516357,39.737362,33675.0,0
111.509682,39.735718,33725.0,0
111.505318,39.734665,33750.0,0
111.500366,39.733452,33800.0,0
111.493896,39.731915,33850.0,0
111.367271,39.700607,34125.0,0
111.289673,39.681454,34125.0,0
111.211853,39.662136,34125.0,0
111.138535,39.643982,34125.0,0
111.065491,39.62587,34100.0,0
110.99646,39.608738,34100.0,0
110.926392,39.591236,34100.0,0
110.848877,39.571869,34100.0,0
110.772697,39.552704,34125.0,0
110.696594,39.533558,34125.0,0
110.624023,39.515263,34125.0,0
110.588799,39.506332,34125.0,0
110.322021,39.438309,34100.0,0
110.186279,39.403629,34125.0,0
110.051453,39.368858,34125.0,0
109.915169,39.333618,34125.0,0
109.640572,39.261429,34125.0,0
109.579903,39.236801,34125.0,0
109.521362,39.193401,34125.0,0
109.464417,39.079391,34125.0,0
109.432961,38.953629,34125.0,0
109.370033,38.699749,34125.0,0
109.338623,38.57217,34125.0,0
109.288841,38.31551,34125.0,0
109.256699,37.793522,33775.0,0
109.248459,37.66127,33100.0,0
109.20153,36.879181,32125.0,0
109.18631,36.61784,32125.0,0
109.17038,36.351009,32125.0,0
109.154373,36.087811,32125.0,0
109.146767,35.964611,32100.0,0
109.083488,35.706821,32150.0,0
109.038841,35.594398,32125.0,0
108.994888,35.48402,32100.0,0
