lon,lat,alt,KDE,ZOI
103.805939,30.303452,4225.0,1.6536548437615155,1
103.809868,30.306335,4175.0,1.0924657498193653,1
103.814262,30.309696,4125.0,0.9180350525847757,1
103.818108,30.312698,4075.0,1.4402401183799451,1
103.822578,30.316177,4025.0,1.739173137949013,1
103.830605,30.322449,3925.0,2.1789334560396965,1
103.838875,30.328876,3825.0,6.605088372947928,1
103.846924,30.335678,3725.0,15.367504781925108,1
103.850151,30.339386,3675.0,22.46824618670276,1
103.853218,30.343689,3625.0,29.21378089820324,1
103.855698,30.347763,3575.0,28.755396518840747,1
103.85791,30.351654,3525.0,25.742580369828865,1
103.860329,30.356323,3475.0,26.506083560003212,1
103.862648,30.361038,3450.0,30.884628899714556,1
103.864578,30.364908,3425.0,32.535397217239925,1
103.866722,30.369377,3425.0,30.916068776686167,1
103.868919,30.37394,3425.0,27.888663057280922,1
103.872986,30.382364,3425.0,31.5092181123204,1
103.877327,30.391582,3425.0,27.98539820791654,1
103.881226,30.400085,3450.0,23.618907742123884,1
103.885155,30.4086,3425.0,22.85969527194064,1
103.88871,30.416382,3400.0,18.81706802506527,1
103.892319,30.424076,3250.0,22.16449853947845,1
103.8955,30.430893,3100.0,19.783520218387856,1
103.898994,30.438446,2975.0,17.439797549588736,1
103.902321,30.445583,2825.0,17.77522099975152,1
103.905449,30.452286,2675.0,18.82433640659235,1
103.908585,30.459129,2525.0,12.535442077620274,1
103.911705,30.465775,2375.0,5.59941735106356,1
103.914558,30.471909,2250.0,6.486944770259664,1
103.91774,30.478775,2125.0,9.437121197969498,1
103.920883,30.485617,1975.0,6.305714032581964,1
103.923904,30.492043,1825.0,4.46276722567476,1
103.927002,30.498734,1700.0,3.2891260536610227,1
103.931488,30.508429,1500.0,1.6922949777073526,1
103.934166,30.51416,1375.0,2.2481297342895785,1
103.941879,36.418079,21400.0,0.0014732354219015365,0
103.9757,36.300659,22075.0,0.2556988911606132,0
104.03363,36.066631,26075.0,1.238535612634423,1
104.040466,35.946709,26600.0,0.9576159913998283,1
104.046898,35.825211,26575.0,0.07584294647622704,0
104.060219,35.56921,26600.0,1.225553680864819,1
104.085899,35.058159,26600.0,1.0771206276464275e-05,0
104.092659,34.92149,26625.0,1.0013805914801903,1
104.099174,34.793144,26600.0,0.00835721781047105,0
104.105759,34.66671,26600.0,0.5685583947623165,1
104.112167,34.540924,26600.0,8.988357243275053e-13,0
104.118607,34.412979,26600.0,0.023304298801887488,0
104.587151,32.740932,26600.0,14.099189516390027,1
104.603195,32.435623,26600.0,2.4812820967470226,1
104.606491,32.36684,26200.0,2.478675260763196,1
104.611984,32.272293,25050.0,8.766430870031455,1
104.615829,32.204498,24225.0,6.834244936427266,1
104.6194,32.139816,23375.0,5.985587694951073,1
104.622856,32.075703,22550.0,5.641746550592882,1
104.626266,32.010956,21675.0,5.4878145347826655,1
104.629837,31.946869,20825.0,6.05691472130578,1
104.6334,31.882835,19975.0,4.9541007455085655,1
104.636642,31.822998,19150.0,3.6167502821286392,1
104.640411,31.755661,18450.0,1.053622094724337,1
104.644127,31.697021,17825.0,0.10805390986916823,0
104.647743,31.638624,17225.0,0.06339468248602048,0
104.651558,31.577408,16575.0,0.009275085468047395,0
104.65522,31.518723,15950.0,0.00255118454953723,0
104.658882,31.460999,15300.0,0.3785990105335639,1
104.658401,31.429649,14925.0,0.24148074969557162,0
104.657646,31.426071,14875.0,0.2759980240331771,0
104.656731,31.422363,14850.0,0.19580373439305393,0
104.655106,31.417267,14775.0,0.031887449926865666,0
104.653717,31.413803,14725.0,0.003810214161894633,0
104.652367,31.410782,14700.0,0.0003577314923489976,0
104.650269,31.406708,14650.0,1.6726797682962627e-05,0
104.648544,31.403824,14600.0,9.128976512829665e-06,0
104.64637,31.400461,14550.0,8.171190803846666e-06,0
104.643234,31.396318,14500.0,9.20543967958591e-06,0
104.641037,31.393759,14475.0,8.022277235800953e-06,0
104.637741,31.390221,14400.0,9.362263766387703e-06,0
104.635933,31.388405,14375.0,9.370518546182966e-06,0
104.632065,31.38501,14325.0,1.0974066728832858e-05,0
104.628136,31.381897,14275.0,1.559718238422843e-05,0
104.625053,31.379745,14225.0,2.3504300879778592e-05,0
104.621758,31.377605,14200.0,2.8359331040651977e-05,0
104.617203,31.374939,14150.0,4.3548283888153955e-05,0
104.61187,31.372019,14075.0,8.10583227289999e-05,0
104.60939,31.370682,14050.0,9.600568943184163e-05,0
104.604401,31.368015,14000.0,0.00010753058536263904,0
104.599625,31.365501,13950.0,0.00011744816934674281,0
104.595444,31.363314,13900.0,0.0002244133200496224,0
104.591995,31.361481,13875.0,0.00029806038195735545,0
104.589684,31.360245,13850.0,0.0003102993720121567,0
104.584084,31.357269,13825.0,0.00010872783879133201,0
104.581001,31.355633,13825.0,4.8776053610539024e-05,0
104.529312,31.32811,13800.0,0.549931512678627,1
104.475456,31.29982,13800.0,0.2484093548752238,0
104.416969,31.269012,13800.0,0.04437896469041041,0
104.343475,31.230173,13800.0,0.9899634399387922,1
104.292671,31.203461,13800.0,0.012682910767424173,0
104.235367,31.17296,13800.0,0.8863239322764617,1
104.186203,31.146881,13800.0,0.8892043160053751,1
104.135391,31.119892,13800.0,1.2698361667335205,1
104.077904,31.089111,13775.0,0.615093949273135,1
104.063271,31.077995,13775.0,0.28878697419996735,0
104.057175,31.071478,13775.0,2.14658904649405,1
104.052338,31.064589,13775.0,2.1301209530307923,1
104.048935,31.058163,13800.0,0.5671857547705854,1
104.045029,31.050203,13825.0,0.30714751661538653,0
104.041679,31.043127,13825.0,0.04129435125442029,0
104.038322,31.036011,13825.0,0.005648134054340886,0
104.034981,31.029068,13825.0,0.0001277122621333251,0
104.016022,30.989639,13800.0,0.1473959690464006,0
103.996635,30.948765,13475.0,0.223470850272424,0
103.975037,30.903351,12700.0,0.012984081670486345,0
103.956947,30.865128,12100.0,0.00025615541992561375,0
103.936157,30.820841,11375.0,1.2923105148313734,1
103.927597,30.802505,11075.0,0.4892868424846607,1
103.918961,30.784063,10775.0,0.2646091609872177,0
103.910469,30.765564,10450.0,6.600456006240559e-05,0
103.901382,30.746683,10125.0,0.743569087431783,1
103.892708,30.728481,9825.0,0.007604820354481699,0
103.883972,30.709394,9500.0,5.105618623553777e-11,0
103.875183,30.690353,9200.0,4.616750876233817e-07,0
103.866631,30.672043,8900.0,0.13241674212634072,0
103.857849,30.653091,8625.0,0.09243887997905997,0
103.848969,30.63446,8525.0,0.00018689815232323715,0
103.840401,30.616608,8375.0,0.28786716082159486,0
103.831787,30.598274,7875.0,0.00015094017238757802,0
103.82312,30.579163,7300.0,0.001898141187278386,0
103.814285,30.559891,6900.0,0.006792494073283452,0
103.805664,30.541809,6625.0,0.5626717971334075,1
103.797104,30.523315,6350.0,0.01171718165500898,0
103.788834,30.505356,5900.0,0.2872146917323329,0
103.780479,30.487293,5525.0,0.04053257146501616,0
103.772186,30.469463,5175.0,0.00041438602047764637,0
103.763931,30.451904,4800.0,0.0037086660571291775,0
103.758705,30.440598,4650.0,0.0003908618956339287,0
103.75351,30.429195,4575.0,0.0004325107819725767,0
103.748528,30.418167,4525.0,0.36515392383538764,1
103.743729,30.407455,4525.0,0.777956601897828,1
103.741798,30.401688,4525.0,0.18006480800379598,0
103.74115,30.396149,4525.0,0.015910987997762183,0
103.741806,30.39093,4525.0,0.00118369496836795,0
103.743408,30.386307,4525.0,0.007309770524702622,0
103.746475,30.381527,4525.0,0.03331687558235616,0
103.750656,30.37743,4525.0,0.05779515143572055,0
103.755043,30.374176,4550.0,0.1210947114239777,0
103.759827,30.370958,4550.0,0.20495088036982084,0
103.764793,30.367722,4525.0,0.28386284077510626,0
103.769386,30.364676,4525.0,0.2838722072690433,0
103.774162,30.361555,4500.0,0.29915448158567,0
103.782455,30.356094,4525.0,0.3363710434293991,0
103.79174,30.349918,4525.0,1.4100031910372455,1
103.800339,30.344238,4450.0,1.213528192302895,1
103.804817,30.34177,4375.0,0.5554751136024633,1
103.810516,30.339798,4275.0,0.7782244989736153,1
103.815735,30.339111,4150.0,2.028165541910426,1
103.820961,30.339432,4050.0,4.2749166137833665,1
103.826843,30.341072,3925.0,5.374040283579969,1
103.831566,30.343493,3850.0,5.216280824241373,1
103.83596,30.346519,3775.0,4.944690640207348,1
103.84008,30.349686,3675.0,3.736624900051817,1
103.8442,30.352989,3625.0,3.2793409410581735,1
103.847672,30.355865,3575.0,4.326478737028506,1
103.851982,30.359482,3575.0,7.211525855185629,1
103.859909,30.366165,3550.0,23.227358578042512,1
103.86348,30.369656,3550.0,29.001365848197914,1
103.86689,30.374031,3525.0,28.707816179116914,1
103.869431,30.378021,3525.0,30.137308975004316,1
103.871941,30.382412,3525.0,33.53722995693733,1
103.874252,30.3866,3525.0,34.68124082470873,1
103.876884,30.391676,3525.0,30.352893117102298,1
103.879028,30.395958,3525.0,26.041961793615698,1
103.881279,30.400635,3525.0,24.747928647163615,1
103.885452,30.409271,3525.0,23.371047054425617,1
103.888916,30.416719,3500.0,19.329112613948343,1
103.893501,30.42659,3325.0,22.945279962652677,1
103.897385,30.434967,3150.0,17.76627027333234,1
103.901047,30.442703,3000.0,18.056689621649678,1
103.904404,30.449959,2800.0,19.551873409983095,1
103.907562,30.456848,2675.0,16.37135179616119,1
103.910339,30.4629,2575.0,8.414333468473869,1
103.913635,30.469835,2425.0,5.680108908228961,1
103.916176,30.475296,2300.0,8.732897598939068,1
103.919357,30.482254,2150.0,8.723265391744308,1
103.922318,30.488596,2000.0,5.147576319084053,1
103.925064,30.494555,1900.0,4.511205676578175,1
103.926842,30.498367,1800.0,3.6643792973868443,1
103.934647,30.51512,1450.0,3.0767231520437397,1
125.539589,43.906158,5850.0,1.7058508554544314,1
125.466164,43.859982,8400.0,5.364080368737389,1
125.38546,43.80901,11175.0,18.55508563690926,1
125.279449,43.78471,12375.0,4.392833824071528,1
125.154877,43.77763,14550.0,3.427116428140493,1
125.024986,43.770355,16700.0,5.279178055849205,1
124.891815,43.762665,18600.0,3.126773678294849,1
124.754791,43.754589,19725.0,2.1949332014317813,1
124.476669,43.737316,23075.0,1.2148129289625385,1
124.205605,43.676472,26200.0,1.7382701866916022,1
124.062653,43.667999,27750.0,0.503477592636794,1
123.924866,43.659946,29225.0,0.174480617675064,0
123.785774,43.651707,30275.0,0.87719283497415,1
123.646683,43.643139,31100.0,0.22923733435611374,0
123.500847,43.634018,31675.0,0.09996398540552513,0
123.354942,43.624786,32100.0,0.41619786609463555,1
123.20311,43.614944,32100.0,0.21649100824990627,0
123.053581,43.60725,32100.0,0.07574429177993004,0
122.902328,43.599426,32100.0,0.0027065608908100813,0
122.751617,43.591469,32125.0,0.0002133182898648571,0
122.452827,43.575035,32100.0,0.00021788810233692733,0
122.303131,43.566422,32100.0,0.052688443758505316,0
122.155083,43.543102,32125.0,0.003907160193421102,0
121.467659,43.311272,32125.0,0.01016309176419701,0
121.331032,43.26384,32150.0,0.03542750947563205,0
121.192802,43.215611,32125.0,1.4917690189127243e-06,0
121.053314,43.166634,32125.0,0.30722391886264133,0
120.636551,43.019299,32075.0,1.1457688387997395e-09,0
120.495239,42.968861,32125.0,0.01582370122907933,0
120.070282,42.822922,32100.0,7.51559540043695e-12,0
119.65715,42.67905,32050.0,0.003975416560647478,0
119.518089,42.63007,32100.0,2.9407218931891193e-06,0
119.378624,42.580902,32150.0,0.7712831242754595,1
119.241982,42.532562,32125.0,0.07344112582404876,0
118.965645,42.433853,32100.0,4.722451578113232e-10,0
118.827126,42.385666,32125.0,0.052088282125549897,0
118.689301,42.337143,32100.0,7.900376302426529e-05,0
118.551361,42.288799,32100.0,3.2612405111221505e-09,0
118.416634,42.24115,32075.0,1.113213452242175e-08,0
118.270439,42.2057,32075.0,0.00032966315671300683,0
117.99604,42.274429,32125.0,0.039991068931327936,0
117.865028,42.319889,32125.0,0.13581480577833174,0
117.42762,42.361359,32100.0,4.283597063750276e-05,0
116.821327,42.33065,32100.0,4.467374720695002e-09,0
116.366478,42.305141,32075.0,1.6575527893572948e-22,0
115.464752,42.249802,32100.0,0.3316133618353846,0
115.16362,42.22961,32100.0,1.6739149847449393e-18,0
114.712212,42.197651,32100.0,0.6501143228073178,1
114.553932,42.18615,32150.0,1.1810794345017089e-15,0
114.40255,42.174648,32125.0,0.0,0
114.250008,42.162731,32150.0,0.17743662630554555,0
114.108856,42.116459,32100.0,9.726005746484752e-23,0
113.976509,42.055382,32050.0,0.0,0
113.312683,41.744339,32125.0,0.0,0
113.047142,41.617981,32125.0,0.0,0
112.665627,41.41362,32075.0,4.0541996539025766e-08,0
112.561577,41.3237,32100.0,0.0003392506643760335,0
112.354561,41.143291,32100.0,3.7291269509852116e-11,0
112.16156,40.969116,32100.0,0.5549026168170843,1
112.119034,40.929611,32075.0,0.7929045003945472,1
112.0196,40.837158,32075.0,1.5420155980947108,1
111.990631,40.809834,32100.0,1.7552378672557996,1
111.905212,40.674637,32150.0,23.65794018963764,1
111.892273,40.60817,32150.0,16.590759688752456,1
111.884453,40.542671,32100.0,0.1747868022971247,0
111.877258,40.471802,32100.0,0.47477785869753397,1
111.872284,40.406319,32100.0,0.01349515854090158,0
111.867493,40.34903,32100.0,0.7382462530105803,1
111.860527,40.264069,32100.0,5.825289101166814e-17,0
111.853302,40.173882,32125.0,2.0501831051344186,1
111.822807,40.010601,32150.0,5.941681822640215e-12,0
111.779419,39.940887,32125.0,2.6318974674133893,1
111.689148,39.85202,32050.0,0.24584221983400165,0
111.635544,39.802185,32050.0,1.0308914328929717,1
111.584793,39.755127,32050.0,2.0085449560450424,1
111.53479,39.708641,32100.0,0.0662929885152129,0
111.523056,39.697723,32100.0,0.0012963716154843457,0
111.422424,39.60371,32125.0,0.0010225856674909981,0
111.365845,39.550922,32125.0,0.01600350733766373,0
111.314392,39.502739,32125.0,0.01663999354188171,0
111.262451,39.454044,32100.0,0.6797036377350015,1
111.186897,39.382828,32075.0,0.9652964084370174,1
111.136261,39.334946,32075.0,5.064037535561082e-06,0
111.119781,39.319382,32050.0,2.903031081039774e-16,0
111.064018,39.26688,32075.0,0.0,0
110.978149,39.199032,32125.0,0.00327882727353908,0
110.976006,39.197937,32125.0,0.01189993249801444,0
110.971588,39.195694,32125.0,0.10555320549827098,0
110.942207,39.183197,32125.0,2.2781474450056414,1
110.936714,39.181229,32125.0,3.657971494533909,1
110.930725,39.179249,32125.0,5.362851257152854,1
110.926086,39.177841,32125.0,6.0780491648396096,1
110.919762,39.17601,32125.0,4.960075236347126,1
110.913071,39.174225,32125.0,3.4163943878395675,1
110.904358,39.172165,32125.0,2.3212762400324674,1
110.819519,39.164398,32125.0,1.052881055463201e-23,0
110.543457,39.176971,32100.0,1.0681895215496632e-21,0
110.266777,39.18898,32100.0,4.351770442263861e-05,0
109.990356,39.202011,32125.0,0.0004279102226188561,0
109.711731,39.214951,32100.0,4.205183740971597e-05,0
109.475517,39.108299,32100.0,5.193822380532168e-05,0
109.441101,38.98531,32125.0,0.0,0
109.349548,38.616261,32075.0,5.878689112784508e-10,0
109.319641,38.49456,32075.0,0.000752264333106825,0
109.284401,38.244549,32125.0,3.1903296696844024e-14,0
109.276711,38.118229,32125.0,2.4608615773301255e-06,0
109.268707,37.991791,32100.0,0.0003249618776694062,0
109.25354,37.740921,32075.0,1.5397592024402814e-12,0
109.223152,37.237091,32125.0,0.8493932147022109,1
109.184639,36.584572,32050.0,0.011914061625655049,0
109.177094,36.45557,32100.0,0.1493944032253126,0
109.152618,36.057831,32100.0,0.13827499180439676,0
109.119888,35.799561,32125.0,3.536206326137279,1
109.02774,35.565578,32125.0,2.1020643470214964,1
108.983063,35.453571,32100.0,0.8822144984404952,1
108.881889,35.198189,32075.0,3.503069329640055,1
108.837738,35.086399,32100.0,4.443866157113909,1
108.789818,34.965271,32100.0,2.446791467190784,1
108.741814,34.842346,32100.0,2.6280805511386354,1
108.649292,34.572487,32100.0,0.8638551113363604,1
108.610382,34.452148,32100.0,0.0709959856030933,0
108.570274,34.325943,32125.0,1.4289053416319941,1
108.443802,34.090027,32100.0,0.049185835967589984,0
108.346603,33.993256,32100.0,1.8503326400775095e-21,0
108.250237,33.897243,32100.0,4.2713137197550775e-08,0
108.152908,33.800182,32100.0,9.61155212082678e-21,0
108.057213,33.704498,32100.0,8.189715546313868e-07,0
107.96196,33.608952,32100.0,0.22367092847614614,0
107.857719,33.523708,32100.0,8.91209874001366e-06,0
107.747482,33.44302,32100.0,9.827884374555531e-05,0
107.652451,33.348999,32100.0,9.504747327982456e-05,0
107.557442,33.252541,32100.0,1.0582954287401283e-15,0
107.46167,33.15509,32125.0,3.987528137474206e-11,0
107.367699,33.059212,32100.0,2.3036529224081887e-05,0
107.273857,32.96315,32100.0,5.7061040313394225e-09,0
107.179146,32.865925,32100.0,0.007471137113035495,0
107.085335,32.769287,32100.0,2.045572518515933e-18,0
106.991783,32.672836,32075.0,0.05205016092990419,0
106.898071,32.575607,32075.0,2.3952487850413625e-21,0
106.80397,32.478149,32125.0,2.6361380440977295e-20,0
106.703171,32.388336,32125.0,2.500179482161185e-05,0
106.674332,32.371494,32125.0,1.2289976850479101e-08,0
106.580612,32.334953,32075.0,1.1167135070291632e-45,0
106.461777,32.307392,32075.0,1.3536668050377729e-12,0
106.394737,32.285561,32100.0,2.9426926780764755e-10,0
106.325966,32.262562,32100.0,1.877717125766323e-07,0
106.259491,32.240204,31550.0,2.503888931056533e-07,0
106.200684,32.220062,30625.0,0.8775132890054387,1
106.112068,32.179096,29150.0,1.6150244575724428,1
106.049545,32.145493,28050.0,1.0613623017156482,1
105.988976,32.11285,27075.0,0.6823311103682752,1
105.928085,32.080124,26100.0,0.9121325133823174,1
105.863976,32.045536,25050.0,2.4487556679872235,1
105.78862,32.004776,23850.0,2.670379942187429,1
105.723358,31.969528,22775.0,3.2457010974682055,1
105.660225,31.935068,21750.0,3.320155207871093,1
105.598572,31.901457,20750.0,2.786431855916097,1
105.54071,31.870056,19775.0,2.5385010259763594,1
105.478195,31.835999,18650.0,0.1952664335653973,0
105.417122,31.802767,17775.0,0.00011549514756392937,0
105.356247,31.769575,17700.0,0.013550679715103313,0
105.298019,31.73764,17700.0,0.5876092334607063,1
105.23922,31.70549,17675.0,1.0987827399902708,1
105.179016,31.672577,17175.0,0.8222749423754815,1
105.122681,31.642868,16700.0,0.7098011551513131,1
105.064034,31.611832,16175.0,0.09106685830885915,0
105.007645,31.581802,15650.0,0.4367364889485849,1
104.950073,31.551041,15100.0,0.47668988236398074,1
104.904137,31.523621,14650.0,1.7442243631133405,1
104.901932,31.52179,14625.0,2.6390259917032592,1
104.897835,31.51799,14575.0,4.4874809073717365,1
104.894447,31.514511,14525.0,4.609547475552766,1
104.891418,31.510977,14475.0,3.9523459972917667,1
104.889389,31.508556,14450.0,3.5774544006512734,1
104.886475,31.504366,14400.0,3.451057526949704,1
104.88443,31.501099,14350.0,3.767779561334185,1
104.882385,31.497482,14325.0,4.401877643952467,1
104.879417,31.491714,14275.0,5.9023080805285115,1
104.877083,31.486723,14250.0,6.2111809905375726,1
104.874664,31.48151,14225.0,5.770198502126086,1
104.871811,31.475084,14175.0,4.5432632257789685,1
104.869888,31.470848,14125.0,3.3420120909197393,1
104.868431,31.467545,14100.0,2.6173867739789523,1
104.866493,31.463013,14075.0,2.583651049463521,1
104.864609,31.45871,14025.0,2.0541694580299668,1
104.861862,31.45253,13975.0,0.3181035274300853,0
104.837585,31.398041,13450.0,0.1106300355070626,0
104.811768,31.340643,12925.0,0.007690711589772412,0
104.786446,31.284407,12725.0,0.0002324027717057866,0
104.764252,31.235294,12400.0,0.012009241173975862,0
104.742775,31.187626,12000.0,0.0003642069037313108,0
104.723328,31.144285,11750.0,2.889441399820949e-20,0
104.714302,31.124039,11600.0,1.1901417351631378e-11,0
104.707138,31.108109,11500.0,6.067998367233301e-12,0
104.69928,31.090668,11350.0,6.023133366577158e-10,0
104.690643,31.071291,11225.0,0.0011522399307520054,0
104.682045,31.053268,11075.0,5.849888908382856,1
104.671692,31.037495,10950.0,13.84695556188312,1
104.668945,31.033724,10925.0,15.179751544217046,1
104.667023,31.030977,10900.0,15.258945557872568,1
104.665344,31.028641,10875.0,14.230392784512762,1
104.652245,31.010214,10750.0,2.8922822670489916,1
104.639984,30.992889,10575.0,0.24638889193366328,0
104.629265,30.977737,10475.0,0.3462482104603494,1
104.622101,30.967667,10375.0,0.09450144683083125,0
104.606049,30.945042,10200.0,0.10792085996261552,0
104.593361,30.927025,10025.0,0.010235736552250175,0
104.582031,30.910995,9900.0,0.0004756945134335169,0
104.570992,30.89534,9775.0,0.04462937018547772,0
104.538841,30.849792,9425.0,7.184040202414301e-07,0
104.52607,30.831919,9250.0,1.1049503717119652e-07,0
104.513367,30.814087,9075.0,0.0001938746136147246,0
104.502327,30.798431,8950.0,2.2244257547040597e-09,0
104.489296,30.780029,8775.0,8.85176195021186e-24,0
104.477882,30.763733,8725.0,1.1063945632119467e-16,0
104.464981,30.745378,8700.0,0.0006064791010877408,0
104.453011,30.728294,8700.0,0.5973096172211992,1
104.441795,30.712372,8725.0,0.0012254828785194355,0
104.428894,30.693939,8725.0,0.00891025605790751,0
104.416481,30.676296,8675.0,0.015129983144340275,0
104.404282,30.659071,8550.0,0.022681038589248186,0
104.392258,30.641939,8450.0,0.06424292903583519,0
104.379921,30.624435,8300.0,0.10396806345359345,0
